TIPUSCASDATA;COMARCACODI;COMARCADESCRIPCIO;MUNICIPICODI;MUNICIPIDESCRIPCIO;SEXECODI;SEXEDESCRIPCIO;TIPUSCASDESCRIPCIO;NUMCASOS
04/06/2020;03;ALT PENEDES;08251;SANTA MARGARIDA I ELS MONJOS;1;Dona;Positiu PCR;1
18/10/2020;24;OSONA;08183;RODA DE TER;0;Home;Positiu PCR;1
19/03/2020;40;VALLES OCCIDENTAL;08291;VACARISSES;0;Home;Positiu PCR;1
15/10/2020;41;VALLES ORIENTAL;08294;VALLGORGUINA;0;Home;Positiu PCR;1
21/07/2020;11;BAIX LLOBREGAT;08196;SANT ANDREU DE LA BARCA;1;Dona;Positiu PCR;1
24/08/2020;33;SEGRIA;25013;ALFARRÀS;0;Home;Positiu PCR;1
21/10/2020;03;ALT PENEDES;08122;MEDIONA;1;Dona;Positiu PCR;1
03/11/2020;04;ALT URGELL;25155;ORGANYÀ;0;Home;Positiu PCR;1
25/09/2020;22;MONTSIA;43136;SANT CARLES DE LA RÀPITA;0;Home;Positiu PCR;1
27/05/2020;32;SEGARRA;25072;CERVERA;0;Home;Positiu PCR;1
02/04/2020;33;SEGRIA;25011;ALCARRÀS;0;Home;Positiu PCR;1
01/07/2020;40;VALLES OCCIDENTAL;08184;RUBÍ;0;Home;Positiu PCR;1
06/11/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;1;Dona;Positiu PCR;1
06/10/2020;41;VALLES ORIENTAL;08198;SANT ANTONI DE VILAMAJOR;0;Home;Positiu PCR;1
10/03/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;0;Home;Positiu PCR;1
08/11/2020;24;OSONA;08116;LES MASIES DE RODA;1;Dona;Positiu PCR;1
27/10/2020;24;OSONA;08901;RUPIT I PRUIT;0;Home;Positiu PCR;1
08/04/2020;40;VALLES OCCIDENTAL;08054;CASTELLBISBAL;0;Home;Positiu PCR;1
09/09/2020;29;PRIORAT;43035;CABACÉS;1;Dona;Positiu PCR;1
20/10/2020;26;PALLARS SOBIRA;25903;LA GUINGUETA D'ÀNEU;1;Dona;Positiu PCR;1
14/09/2020;41;VALLES ORIENTAL;08210;SANT FELIU DE CODINES;0;Home;Positiu PCR;1
29/03/2020;40;VALLES OCCIDENTAL;08051;CASTELLAR DEL VALLÈS;1;Dona;Positiu PCR;1
08/06/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu PCR;1
11/11/2020;21;MARESME;08214;VILASSAR DE DALT;1;Dona;Positiu PCR;1
27/09/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;0;Home;Positiu PCR;1
13/07/2020;13;BARCELONES;08194;SANT ADRIÀ DE BESÒS;1;Dona;Positiu PCR;1
22/05/2020;28;PLA DE L'ESTANY;17174;SANT MIQUEL DE CAMPMAJOR;1;Dona;Positiu PCR;1
24/04/2020;12;BAIX PENEDES;43163;EL VENDRELL;1;Dona;Positiu PCR;1
14/10/2020;14;BERGUEDA;08092;GIRONELLA;0;Home;Positiu PCR;1
10/11/2020;11;BAIX LLOBREGAT;08020;BEGUES;0;Home;Positiu PCR;1
11/10/2020;24;OSONA;08254;L'ESQUIROL;0;Home;Positiu PCR;1
17/04/2020;21;MARESME;08197;SANT ANDREU DE LLAVANERES;1;Dona;Positiu PCR;1
02/04/2020;20;GIRONES;17186;SARRIÀ DE TER;1;Dona;Positiu PCR;1
03/09/2020;03;ALT PENEDES;08091;GELIDA;0;Home;Positiu PCR;1
30/07/2020;41;VALLES ORIENTAL;08115;MARTORELLES;0;Home;Positiu PCR;2
29/08/2020;31;RIPOLLES;17167;SANT JOAN DE LES ABADESSES;0;Home;Positiu PCR;1
23/03/2020;24;OSONA;08017;BALENYÀ;0;Home;Positiu PCR;1
03/10/2020;39;VALL D'ARAN;25243;VIELHA E MIJARAN;1;Dona;Positiu PCR;1
22/03/2020;20;GIRONES;17044;CASSÀ DE LA SELVA;1;Dona;Positiu PCR;1
15/11/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;Positiu PCR;1
23/09/2020;10;BAIX EMPORDA;17124;PALS;0;Home;Positiu PCR;1
13/09/2020;17;GARRAF;08231;SANT PERE DE RIBES;1;Dona;Positiu PCR;1
12/08/2020;42;MOIANÈS;08138;MOIÀ;0;Home;Positiu PCR;1
02/09/2020;03;ALT PENEDES;08146;OLESA DE BONESVALLS;1;Dona;Positiu PCR;1
05/11/2020;33;SEGRIA;25232;TORRES DE SEGRE;1;Dona;Positiu PCR;1
31/03/2020;34;SELVA;17180;SANTA COLOMA DE FARNERS;1;Dona;Positiu PCR;1
04/10/2020;09;BAIX EBRE;43133;ROQUETES;1;Dona;Positiu PCR;1
16/10/2020;36;TARRAGONES;43043;EL CATLLAR;1;Dona;Positiu PCR;1
25/08/2020;21;MARESME;08281;TEIÀ;0;Home;Positiu PCR;2
28/07/2020;24;OSONA;08254;L'ESQUIROL;0;Home;Positiu PCR;1
20/07/2020;18;GARRIGUES;25119;JUNEDA;1;Dona;Positiu PCR;1
21/09/2020;24;OSONA;08116;LES MASIES DE RODA;1;Dona;Positiu PCR;1
12/08/2020;41;VALLES ORIENTAL;08023;BIGUES I RIELLS;0;Home;Positiu PCR;1
22/07/2020;33;SEGRIA;25174;LA PORTELLA;0;Home;Positiu PCR;1
25/07/2020;33;SEGRIA;25254;VILANOVA DE LA BARCA;0;Home;Positiu PCR;1
14/04/2020;03;ALT PENEDES;08091;GELIDA;1;Dona;Positiu PCR;1
24/03/2020;24;OSONA;08150;ORÍS;0;Home;Positiu PCR;1
12/10/2020;11;BAIX LLOBREGAT;08158;EL PAPIOL;1;Dona;Positiu PCR;1
18/03/2020;12;BAIX PENEDES;43137;SANT JAUME DELS DOMENYS;1;Dona;Positiu PCR;1
16/04/2020;32;SEGARRA;25072;CERVERA;0;Home;Positiu PCR;1
24/03/2020;21;MARESME;08214;VILASSAR DE DALT;1;Dona;Positiu PCR;1
07/09/2020;21;MARESME;08003;ALELLA;1;Dona;Positiu PCR;2
24/09/2020;07;BAGES;08047;CARDONA;0;Home;Positiu PCR;1
14/10/2020;23;NOGUERA;25062;CAMARASA;0;Home;Positiu PCR;1
28/08/2020;40;VALLES OCCIDENTAL;08260;SANTA PERPÈTUA DE MOGODA;0;Home;Positiu PCR;2
15/09/2020;07;BAGES;08191;SALLENT;1;Dona;Positiu PCR;1
30/04/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu PCR;1
07/11/2020;24;OSONA;08151;ORISTÀ;1;Dona;Positiu PCR;1
31/03/2020;06;ANOIA;08119;MASQUEFA;1;Dona;Positiu PCR;1
13/10/2020;35;SOLSONES;25207;SOLSONA;0;Home;Positiu PCR;1
01/10/2020;02;ALT EMPORDA;17230;VILA-SACRA;0;Home;Positiu PCR;1
24/08/2020;15;CERDANYA;17141;PUIGCERDÀ;1;Dona;Positiu PCR;1
07/04/2020;19;GARROTXA;17114;OLOT;0;Home;Positiu PCR;1
08/08/2020;41;VALLES ORIENTAL;08046;CARDEDEU;0;Home;Positiu PCR;2
20/05/2020;06;ANOIA;08025;EL BRUC;1;Dona;Positiu PCR;1
10/03/2020;07;BAGES;08038;CALLÚS;0;Home;Positiu PCR;1
20/09/2020;21;MARESME;08126;MONTGAT;0;Home;Positiu PCR;1
24/09/2020;41;VALLES ORIENTAL;08106;LLINARS DEL VALLÈS;1;Dona;Positiu PCR;1
08/08/2020;11;BAIX LLOBREGAT;08301;VILADECANS;0;Home;Positiu PCR;1
17/04/2020;38;URGELL;25027;ANGLESOLA;0;Home;Positiu PCR;2
13/11/2020;21;MARESME;08029;CABRERA DE MAR;0;Home;Positiu PCR;1
17/10/2020;34;SELVA;17033;CALDES DE MALAVELLA;1;Dona;Positiu PCR;1
23/03/2020;20;GIRONES;17044;CASSÀ DE LA SELVA;1;Dona;Positiu PCR;1
31/08/2020;30;RIBERA D'EBRE;43060;FLIX;1;Dona;Positiu PCR;1
17/03/2020;12;BAIX PENEDES;43020;BANYERES DEL PENEDÈS;1;Dona;Positiu PCR;1
29/03/2020;34;SELVA;17164;SANT HILARI SACALM;1;Dona;Positiu PCR;1
18/04/2020;07;BAGES;08218;SANT JOAN DE VILATORRADA;0;Home;Positiu PCR;1
03/11/2020;02;ALT EMPORDA;17182;SANTA LLOGAIA D'ÀLGUEMA;1;Dona;Positiu PCR;1
18/04/2020;21;MARESME;08126;MONTGAT;1;Dona;Positiu PCR;1
18/05/2020;41;VALLES ORIENTAL;08202;SANT CELONI;0;Home;Positiu PCR;1
26/09/2020;36;TARRAGONES;43109;LA POBLA DE MAFUMET;1;Dona;Positiu PCR;1
15/10/2020;36;TARRAGONES;43144;LA SECUITA;0;Home;Positiu PCR;1
23/08/2020;24;OSONA;08237;SANT QUIRZE DE BESORA;0;Home;Positiu PCR;1
08/08/2020;08;BAIX CAMP;43038;CAMBRILS;1;Dona;Positiu PCR;1
10/11/2020;40;VALLES OCCIDENTAL;08223;SANT LLORENÇ SAVALL;1;Dona;Positiu PCR;1
21/03/2020;24;OSONA;08129;MUNTANYOLA;1;Dona;Positiu PCR;1
29/04/2020;41;VALLES ORIENTAL;08306;VILALBA SASSERRA;1;Dona;Positiu PCR;1
31/10/2020;07;BAGES;08191;SALLENT;0;Home;Positiu PCR;1
21/07/2020;04;ALT URGELL;25203;LA SEU D'URGELL;1;Dona;Positiu PCR;1
03/11/2020;15;CERDANYA;17094;LLÍVIA;1;Dona;Positiu PCR;1
16/09/2020;07;BAGES;08062;CASTELLNOU DE BAGES;0;Home;Positiu PCR;1
30/10/2020;21;MARESME;08075;DOSRIUS;0;Home;Positiu PCR;1
25/08/2020;21;MARESME;08163;PINEDA DE MAR;0;Home;Positiu PCR;1
27/03/2020;24;OSONA;08117;LES MASIES DE VOLTREGÀ;0;Home;Positiu PCR;1
15/08/2020;01;ALT CAMP;43010;ALIÓ;1;Dona;Positiu PCR;1
01/06/2020;19;GARROTXA;17133;LES PLANES D'HOSTOLES;1;Dona;Positiu PCR;1
22/06/2020;33;SEGRIA;25210;SOSES;1;Dona;Positiu PCR;1
06/10/2020;33;SEGRIA;25033;ARTESA DE LLEIDA;1;Dona;Positiu PCR;1
25/03/2020;36;TARRAGONES;43171;VILA-SECA;1;Dona;Positiu PCR;1
24/09/2020;36;TARRAGONES;43111;LA POBLA DE MONTORNÈS;0;Home;Positiu PCR;1
14/10/2020;08;BAIX CAMP;43092;MONT-ROIG DEL CAMP;0;Home;Positiu PCR;1
18/10/2020;21;MARESME;08003;ALELLA;0;Home;Positiu PCR;1
18/07/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;0;Home;Positiu PCR;1
26/10/2020;21;MARESME;08032;CALDES D'ESTRAC;1;Dona;Positiu PCR;1
04/10/2020;40;VALLES OCCIDENTAL;08125;MONTCADA I REIXAC;0;Home;Positiu PCR;1
03/08/2020;40;VALLES OCCIDENTAL;08904;BADIA DEL VALLÈS;1;Dona;Positiu PCR;2
12/11/2020;24;OSONA;08183;RODA DE TER;0;Home;Positiu PCR;1
07/05/2020;36;TARRAGONES;43148;TARRAGONA;0;Home;Positiu PCR;1
21/05/2020;08;BAIX CAMP;43123;REUS;1;Dona;Positiu PCR;1
11/05/2020;20;GIRONES;17025;BORDILS;0;Home;Positiu PCR;1
03/10/2020;02;ALT EMPORDA;17030;CABANES;1;Dona;Positiu PCR;1
08/09/2020;08;BAIX CAMP;43128;RIUDECOLS;0;Home;Positiu PCR;1
21/05/2020;21;MARESME;08126;MONTGAT;0;Home;Positiu PCR;1
26/03/2020;24;OSONA;08017;BALENYÀ;0;Home;Positiu PCR;1
10/06/2020;17;GARRAF;08231;SANT PERE DE RIBES;0;Home;Positiu PCR;1
21/03/2020;41;VALLES ORIENTAL;08046;CARDEDEU;1;Dona;Positiu PCR;1
27/03/2020;33;SEGRIA;25019;ALMACELLES;0;Home;Positiu PCR;1
03/11/2020;27;PLA D'URGELL;25135;MIRALCAMP;0;Home;Positiu PCR;1
14/11/2020;22;MONTSIA;43136;SANT CARLES DE LA RÀPITA;0;Home;Positiu PCR;1
16/11/2020;24;OSONA;08117;LES MASIES DE VOLTREGÀ;1;Dona;Positiu PCR;1
10/09/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;0;Home;Positiu PCR;1
09/11/2020;23;NOGUERA;25040;BALAGUER;1;Dona;Positiu PCR;1
20/07/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;1;Dona;Positiu PCR;1
15/07/2020;11;BAIX LLOBREGAT;08196;SANT ANDREU DE LA BARCA;0;Home;Positiu PCR;1
14/10/2020;22;MONTSIA;43004;ALCANAR;1;Dona;Positiu PCR;1
13/11/2020;17;GARRAF;08074;CUBELLES;0;Home;Positiu PCR;1
30/10/2020;22;MONTSIA;43902;SANT JAUME D'ENVEJA;1;Dona;Positiu PCR;1
24/10/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;0;Home;Positiu PCR;1
11/09/2020;08;BAIX CAMP;43129;RIUDOMS;1;Dona;Positiu PCR;1
07/08/2020;28;PLA DE L'ESTANY;17137;PORQUERES;0;Home;Positiu PCR;1
07/04/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;0;Home;Positiu PCR;1
17/07/2020;11;BAIX LLOBREGAT;08089;GAVÀ;0;Home;Positiu PCR;1
17/03/2020;42;MOIANÈS;08258;SANTA MARIA D'OLÓ;1;Dona;Positiu PCR;1
29/08/2020;21;MARESME;08282;TIANA;1;Dona;Positiu PCR;1
31/08/2020;07;BAGES;08047;CARDONA;0;Home;Positiu PCR;1
12/11/2020;06;ANOIA;08044;CAPELLADES;1;Dona;Positiu PCR;1
16/09/2020;08;BAIX CAMP;43042;CASTELLVELL DEL CAMP;0;Home;Positiu PCR;1
16/07/2020;06;ANOIA;08044;CAPELLADES;1;Dona;Positiu PCR;1
18/09/2020;16;CONCA DE BARBERA;43139;SANTA COLOMA DE QUERALT;1;Dona;Positiu PCR;1
17/03/2020;23;NOGUERA;25112;IVARS DE NOGUERA;0;Home;Positiu PCR;1
27/08/2020;34;SELVA;17103;MAÇANET DE LA SELVA;0;Home;Positiu PCR;1
05/05/2020;33;SEGRIA;25251;VILANOVA DE SEGRIÀ;1;Dona;Positiu PCR;1
22/03/2020;19;GARROTXA;17139;LES PRESES;0;Home;Positiu PCR;1
05/07/2020;34;SELVA;17095;LLORET DE MAR;1;Dona;Positiu PCR;1
04/08/2020;23;NOGUERA;25034;ARTESA DE SEGRE;1;Dona;Positiu PCR;1
07/09/2020;21;MARESME;08197;SANT ANDREU DE LLAVANERES;1;Dona;Positiu PCR;1
20/03/2020;02;ALT EMPORDA;17066;FIGUERES;0;Home;Positiu PCR;1
29/03/2020;31;RIPOLLES;17145;RIBES DE FRESER;0;Home;Positiu PCR;1
05/08/2020;40;VALLES OCCIDENTAL;08051;CASTELLAR DEL VALLÈS;1;Dona;Positiu PCR;1
25/07/2020;22;MONTSIA;43156;ULLDECONA;1;Dona;Positiu PCR;1
20/04/2020;41;VALLES ORIENTAL;08209;SANT FOST DE CAMPSENTELLES;1;Dona;Positiu PCR;1
09/04/2020;42;MOIANÈS;08138;MOIÀ;1;Dona;Positiu PCR;1
11/10/2020;41;VALLES ORIENTAL;08023;BIGUES I RIELLS;0;Home;Positiu PCR;1
11/10/2020;37;TERRA ALTA;43071;HORTA DE SANT JOAN;0;Home;Positiu PCR;1
23/04/2020;02;ALT EMPORDA;17221;VILAFANT;1;Dona;Positiu PCR;1
05/04/2020;07;BAGES;08191;SALLENT;1;Dona;Positiu PCR;1
20/09/2020;17;GARRAF;08307;VILANOVA I LA GELTRÚ;0;Home;Positiu PCR;1
29/04/2020;02;ALT EMPORDA;17066;FIGUERES;1;Dona;Positiu per Test Ràpid;3
08/04/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu Epidemiològic;20
03/07/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;3
27/07/2020;21;MARESME;08284;TORDERA;0;Home;Positiu per Test Ràpid;3
28/07/2020;41;VALLES ORIENTAL;08105;LA LLAGOSTA;0;Home;Positiu per Test Ràpid;4
01/09/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per Test Ràpid;8
18/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;Positiu per Test Ràpid;2
02/06/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu per Test Ràpid;1
27/07/2020;11;BAIX LLOBREGAT;08076;ESPARREGUERA;1;Dona;Positiu per Test Ràpid;1
11/05/2020;08;BAIX CAMP;43123;REUS;1;Dona;PCR probable;1
27/07/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;PCR probable;4
15/04/2020;SES;;SES;;SES;;Positiu Epidemiològic;66
15/05/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;Positiu per ELISA;5
16/08/2020;24;OSONA;08298;VIC;0;Home;PCR probable;1
11/08/2020;11;BAIX LLOBREGAT;08905;LA PALMA DE CERVELLÓ;1;Dona;Positiu per Test Ràpid;1
12/08/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
28/03/2020;07;BAGES;08113;MANRESA;1;Dona;Positiu per ELISA;2
15/07/2020;11;BAIX LLOBREGAT;08073;CORNELLÀ DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;13
15/07/2020;14;BERGUEDA;08175;PUIG-REIG;1;Dona;Positiu per Test Ràpid;4
06/10/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per Test Ràpid;7
22/10/2020;11;BAIX LLOBREGAT;08301;VILADECANS;0;Home;PCR probable;2
05/05/2020;20;GIRONES;17155;SALT;1;Dona;Positiu per Test Ràpid;4
28/07/2020;11;BAIX LLOBREGAT;08001;ABRERA;0;Home;Positiu per ELISA;1
09/06/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu per ELISA;1
30/07/2020;34;SELVA;17023;BLANES;0;Home;Positiu per Test Ràpid;1
18/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu Epidemiològic;1
20/08/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu Epidemiològic;2
10/09/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;Positiu per ELISA;2
10/09/2020;32;SEGARRA;25072;CERVERA;1;Dona;Positiu per ELISA;1
09/09/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;1;Dona;Positiu per Test Ràpid;2
27/05/2020;20;GIRONES;17155;SALT;1;Dona;PCR probable;1
06/11/2020;40;VALLES OCCIDENTAL;08238;SANT QUIRZE DEL VALLÈS;0;Home;Positiu Epidemiològic;1
15/04/2020;11;BAIX LLOBREGAT;08169;EL PRAT DE LLOBREGAT;1;Dona;Positiu per ELISA;1
10/08/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;PCR probable;1
17/04/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu per Test Ràpid;1
06/11/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per ELISA;1
05/11/2020;21;MARESME;08163;PINEDA DE MAR;1;Dona;Positiu per Test Ràpid;1
15/10/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;10
30/04/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per Test Ràpid;12
01/05/2020;13;BARCELONES;08015;BADALONA;1;Dona;Positiu per ELISA;2
15/07/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu per Test Ràpid;6
26/04/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;PCR probable;1
02/11/2020;11;BAIX LLOBREGAT;08208;SANT ESTEVE SESROVIRES;0;Home;PCR probable;2
14/04/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu per ELISA;2
11/07/2020;11;BAIX LLOBREGAT;08114;MARTORELL;0;Home;PCR probable;2
14/09/2020;13;BARCELONES;08015;BADALONA;0;Home;PCR probable;1
25/07/2020;11;BAIX LLOBREGAT;08056;CASTELLDEFELS;0;Home;Positiu per ELISA;2
24/06/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu per ELISA;1
18/05/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;PCR probable;1
04/07/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;0;Home;Positiu per ELISA;1
02/05/2020;03;ALT PENEDES;08305;VILAFRANCA DEL PENEDÈS;0;Home;PCR probable;1
14/09/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;11
05/08/2020;21;MARESME;08197;SANT ANDREU DE LLAVANERES;1;Dona;Positiu per Test Ràpid;2
23/04/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
17/04/2020;13;BARCELONES;08019;BARCELONA;1;Dona;PCR probable;12
16/04/2020;24;OSONA;08283;TONA;1;Dona;Positiu Epidemiològic;1
18/04/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per Test Ràpid;7
28/09/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;0;Home;PCR probable;2
07/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;0;Home;PCR probable;3
12/06/2020;11;BAIX LLOBREGAT;08123;MOLINS DE REI;0;Home;Positiu per Test Ràpid;1
01/10/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;5
07/10/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
10/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu per Test Ràpid;2
11/08/2020;11;BAIX LLOBREGAT;08123;MOLINS DE REI;1;Dona;Positiu Epidemiològic;1
23/04/2020;01;ALT CAMP;43161;VALLS;1;Dona;PCR probable;1
08/10/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;PCR probable;1
26/10/2020;40;VALLES OCCIDENTAL;08205;SANT CUGAT DEL VALLÈS;0;Home;Positiu Epidemiològic;6
15/07/2020;11;BAIX LLOBREGAT;08211;SANT FELIU DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
11/04/2020;36;TARRAGONES;43148;TARRAGONA;0;Home;Positiu per ELISA;1
20/04/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per Test Ràpid;15
30/04/2020;34;SELVA;17233;VILOBÍ D'ONYAR;0;Home;Positiu per Test Ràpid;1
07/11/2020;31;RIPOLLES;17036;CAMPDEVÀNOL;1;Dona;PCR probable;1
22/07/2020;28;PLA DE L'ESTANY;17015;BANYOLES;1;Dona;Positiu per Test Ràpid;1
13/07/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;7
04/07/2020;21;MARESME;08163;PINEDA DE MAR;1;Dona;Positiu per ELISA;1
05/07/2020;33;SEGRIA;25120;LLEIDA;0;Home;Positiu per ELISA;1
20/08/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;Positiu per Test Ràpid;6
20/08/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
20/08/2020;20;GIRONES;17079;GIRONA;1;Dona;Positiu per Test Ràpid;4
19/08/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per ELISA;4
18/08/2020;40;VALLES OCCIDENTAL;08180;RIPOLLET;0;Home;Positiu per Test Ràpid;2
20/04/2020;07;BAGES;08113;MANRESA;1;Dona;Positiu per ELISA;2
10/08/2020;34;SELVA;17213;VIDRERES;1;Dona;Positiu per Test Ràpid;2
10/07/2020;02;ALT EMPORDA;17032;CADAQUÉS;0;Home;Positiu per Test Ràpid;1
10/07/2020;41;VALLES ORIENTAL;08096;GRANOLLERS;1;Dona;Positiu per Test Ràpid;3
28/05/2020;24;OSONA;08183;RODA DE TER;1;Dona;Positiu per Test Ràpid;1
21/05/2020;40;VALLES OCCIDENTAL;08187;SABADELL;1;Dona;PCR probable;1
21/04/2020;21;MARESME;08172;PREMIÀ DE MAR;1;Dona;Positiu per ELISA;1
21/05/2020;21;MARESME;08219;VILASSAR DE MAR;1;Dona;Positiu per ELISA;1
20/04/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
23/04/2020;10;BAIX EMPORDA;17022;LA BISBAL D'EMPORDÀ;0;Home;Positiu per Test Ràpid;1
23/05/2020;11;BAIX LLOBREGAT;08263;SANT VICENÇ DELS HORTS;1;Dona;PCR probable;1
17/04/2020;SES;;SES;;SES;;Positiu Epidemiològic;43
23/09/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;PCR probable;9
22/10/2020;11;BAIX LLOBREGAT;08077;ESPLUGUES DE LLOBREGAT;0;Home;PCR probable;2
15/06/2020;21;MARESME;08121;MATARÓ;0;Home;Positiu per Test Ràpid;1
15/06/2020;11;BAIX LLOBREGAT;08301;VILADECANS;0;Home;Positiu per Test Ràpid;1
13/08/2020;40;VALLES OCCIDENTAL;08266;CERDANYOLA DEL VALLÈS;1;Dona;Positiu per Test Ràpid;5
01/07/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;10
05/10/2020;21;MARESME;08281;TEIÀ;1;Dona;Positiu per ELISA;1
28/08/2020;24;OSONA;08298;VIC;1;Dona;Positiu per Test Ràpid;1
07/10/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu per ELISA;1
30/07/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;0;Home;Positiu per Test Ràpid;4
23/05/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;Positiu per ELISA;4
04/05/2020;39;VALL D'ARAN;25243;VIELHA E MIJARAN;0;Home;Positiu per Test Ràpid;1
24/05/2020;13;BARCELONES;08019;BARCELONA;1;Dona;Positiu per ELISA;11
25/05/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;Positiu Epidemiològic;1
22/05/2020;40;VALLES OCCIDENTAL;08291;VACARISSES;0;Home;PCR probable;1
27/06/2020;13;BARCELONES;08245;SANTA COLOMA DE GRAMENET;1;Dona;Positiu per ELISA;1
18/08/2020;32;SEGARRA;25110;GUISSONA;0;Home;Positiu per Test Ràpid;6
18/08/2020;20;GIRONES;17079;GIRONA;0;Home;Positiu per Test Ràpid;2
29/06/2020;07;BAGES;08113;MANRESA;1;Dona;Positiu per ELISA;3
22/05/2020;11;BAIX LLOBREGAT;08217;SANT JOAN DESPÍ;0;Home;Positiu per ELISA;1
27/08/2020;13;BARCELONES;08101;L'HOSPITALET DE LLOBREGAT;0;Home;Positiu per Test Ràpid;1
28/10/2020;02;ALT EMPORDA;17066;FIGUERES;0;Home;Positiu per Test Ràpid;1
04/05/2020;40;VALLES OCCIDENTAL;08279;TERRASSA;1;Dona;Positiu per ELISA;13
12/06/2020;11;BAIX LLOBREGAT;08200;SANT BOI DE LLOBREGAT;1;Dona;Positiu per Test Ràpid;1
18/08/2020;24;OSONA;08265;SANT VICENÇ DE TORELLÓ;1;Dona;Positiu per Test Ràpid;1
16/09/2020;13;BARCELONES;08019;BARCELONA;0;Home;Positiu per Test Ràpid;7
